매장명,주소,구
하남유니온파크점,경기 하남시 하남유니온로 70-1 에일린의뜰 단지내상가 1층 118호,하남시
미사망월초점,경기 하남시 미사강변북로30번길 14 1층(망월동),하남시
미사강변도시점,경기도 하남시 미사강변대로226번길 26,하남시
화정별빛마을점,"경기 고양시 덕양구 화신로 319 (화정동, 문정빌딩) 1층 일부",고양시
EBS2호점,경기 고양시 일산동구 한류월드로 281 20층 일부,고양시
풍산역점,경기 고양시 일산동구 하늘마을1로 8 (중산동) 1층 107호,고양시
능곡역점,경기 고양시 덕양구 토당로 54 1층 (충정회관),고양시
일산국립암센터점,경기 고양시 일산동구 일산로330번길 12-2 (마두동) 1층 전체호,고양시
일산하이파크점,경기 고양시 일산서구 하이파크1로 77 (덕이동) 1층,고양시
일산킨텍스꿈에그린점,"경기 고양시 일산서구 킨텍스로 240 (대화동, 킨텍스 꿈에그린) B129",고양시
킨텍스홈플러스점,경기 고양시 일산서구 호수로 817 지하1층(홈플러스킨텍스점),고양시
일산백마점,"경기 고양시 일산동구 일산로 234 (마두동, 백일상가) 1층 우측",고양시
EBS1호점,경기 고양시 일산동구 한류월드로 281 EBS통합사옥 1층,고양시
고양벽제삼거리점,"경기 고양시 덕양구 혜음로 166 (고양동) 1층 101호, 102호",고양시
고양향동점,경기 고양시 덕양구 꽃내음2길 50-3 (향동동) 1층,고양시
고양서오릉점,경기 고양시 덕양구 용두동 432-33 실주소 432-507,고양시
고양지축초교점,경기 고양시 덕양구 오부자1길 42 (지축동) 1층,고양시
화정중앙공원점,"경기 고양시 덕양구 백양로 65 (화정동, 동도센트리움)",고양시
고양성저마을점,"경기 고양시 일산서구 대산로 212 (대화동, (주)오네뜨빌딩)",고양시
고양지축중앙점,경기 고양시 덕양구 지축로 86 (지축동) 105호,고양시
주엽롯데마트점,"경기 고양시 일산서구 중앙로 1496 (주엽동, 롯데마트) 롯데마트 주엽점 1층 이디야커피",고양시
대화마을점,경기도 고양시 일산서구 대화로 138 (대화동  ) 주건축물제1동1층전체호,고양시
마두역점,경기 고양시 일산동구 장백로 184 우신프라자 1층,고양시
화정이마트점,경기 고양시 덕양구 화정동  976 이마트1층,고양시
일산이마트점,경기 고양시 일산동구 백석동  (중앙로 1124) 일산층커피바코너,고양시
중산마을점,경기 고양시 일산동구 중산동  1560-1,고양시
일산원마운트점,경기 고양시 일산서구 대화동  2606,고양시
일산풍동점,경기 고양시 일산동구 풍동  1275,고양시
마두역2호점,경기 고양시 일산동구 중앙로 1190 서울타워 1층,고양시
능곡점,경기 고양시 덕양구 토당동  845,고양시
일산허유재병원점,경기 고양시 일산동구 장항동  780,고양시
화정중앙점,경기도 고양시 덕양구 화중로130번길 32,고양시
일산가좌마을점,경기 고양시 일산서구 가좌동  392-3,고양시
고양동산점,경기 고양시 덕양구 동산동  353,고양시
고양어울림점,경기도 고양시 덕양구 고양대로1384번길 15 정암코아 107호,고양시
고양백석터미널점,경기도 고양시 일산동구 일산로 74-17,고양시
일산웨스턴돔점,경기 고양시 일산동구 장항동 868 웨스턴돔 b-187,고양시
9사단점,경기 고양시 일산동구 고양대로 910 창일주유소 인근,고양시
고양내유점,경기 고양시 덕양구 통일로 1072 (내유동) 문정이클래스 1(일부)층,고양시
문산점,"경기 파주시 문산읍 문향로 70 (문산리, 동양슈퍼마켓) 2층",파주시
금촌역점,경기 파주시 새꽃로 197 (금촌동) 1층,파주시
문산당동점,경기도 파주시 방촌로 1719-62,파주시
문산당동중앙점,경기도 파주시 문산읍 당동리 912-1,파주시
야당역점,경기도 파주시 경의로 1080,파주시
문산역점,경기 파주시 문산읍 문산역로 91 1층,파주시
파주경찰서점,"경기 파주시 쇠재로 128 (금릉동) 103,104,105호",파주시
파주목동점,경기 파주시 와석순환로252번길 12 (목동동) 1층,파주시
파주식자재마트점,경기 파주시 조리읍 통일로 43 (농협파주하나로클럽) 이디야커피,파주시
파주광탄점,경기 파주시 광탄면 혜음로 1138 (새마을금고) 1층일부,파주시
파주운정호수공원점,경기 파주시 가온로 172 (와동동) 101호,파주시
파주운정가람점,경기 파주시 가람로 71 (와동동) 102호,파주시
파주법원점,경기 파주시 법원읍 술이홀로 872 1층,파주시
파주시청점,"경기 파주시 금정로 41 (금촌동, 고무래황소시골밥상) 1층",파주시
운정역로데오점,경기 파주시 와동동 1438 109호,파주시
파주금촌DI점,경기 파주시 시청로 145 (아동동) 1층 일부,파주시
양주장흥점,경기 양주시 장흥면 권율로 6 1층,양주시
양주옥정로데오점,경기 양주시 옥정로 204 107호(옥정동),양주시
양주해동마을점,경기 양주시 고읍남로39번길 129-8 1층 일부 (광사동),양주시
양주회정점,경기 양주시 평화로 1571 (회정동),양주시
양주IC점,경기 양주시 화합로 1631 (회암동) 1층 A동,양주시
양주봉양동점,경기 양주시 봉양동 376-1,양주시
양주고암동점,경기 양주시 회천남로 294 (고암동) 1층 105호,양주시
양주코레일점,"경기 양주시 평화로 919 (남방동, 양주역) 1층",양주시
양주회암사지박물관점,경기 양주시 회암사길 11,양주시
덕정역점,경기 양주시 덕정동  350-102,양주시
양주송추점,경기도 양주시 장흥면 가마골로 4 유진빌딩 이디야커피,양주시
양주복지점,경기 양주시 백석읍 양주산성로 603 1층,양주시
양주고읍중앙점,경기 양주시 고읍로 36-18 1층(고읍동),양주시
양주미소점,"경기 양주시 부흥로 2151 (삼숭동, 1층일부)",양주시
의정부신곡중앙점,경기 의정부시 부용로 209-1 1층(신곡동),의정부시
의정부민락로데오점,경기 의정부시 오목로205번길 39 (민락동) 1층 112호,의정부시
의정부시장점,경기 의정부시 태평로90번길 6 (의정부동) 1층,의정부시
의정부부대찌개거리점,경기 의정부시 태평로133번길 21 (의정부동) 1층,의정부시
의정부금오행정타운점,경기 의정부시 호국로1519번길 5 (금오동) 1층,의정부시
의정부서부로점,"경기도 의정부시 서부로 675 (가능동, 대경빌딩) 1층 105호",의정부시
의정부신곡제일점,"경기 의정부시 금신로 308 (신곡동) 1층 101,102호",의정부시
의정부종합운동장점,경기 의정부시 진등로 11 (녹양동) 1층 이디야커피,의정부시
의정부장암역점,경기 의정부시 동일로128번길 13 (장암동) 1~2층,의정부시
의정부홈플러스점,경기 의정부시 청사로 38 1층(금오동),의정부시
의정부3동점,경기 의정부시 의정부동 165-1 1층,의정부시
의정부흥선점,경기 의정부시 호국로 1139 1층(가능동),의정부시
의정부범골점,경기 의정부시 범골로 110 (의정부동) 1층,의정부시
의정부중앙점,"경기 의정부시 행복로 25 지하1층,지상1층",의정부시
의정부호원중앙점,경기 의정부시 신흥로 64 1층(호원동),의정부시
경기도청북부청사점,"경기 의정부시 장곡로596번길 9 지상1층 106호(신곡동, 세명프라자)",의정부시
의정부발곡프라자점,경기도 의정부시 회룡로 178,의정부시
의정부시민로점,경기도 의정부시 시민로 39 108호(의정부동),의정부시
의정부솔뫼DT점,경기 의정부시 시민로 450 1층~3층,의정부시
의정부어룡점,"경기 의정부시 효자로 14 (민락동, 이프라자) 1층 111호",의정부시
의정부금오중앙점,경기 의정부시 금오동  120-25,의정부시
의정부용현점,경기 의정부시 용현동  용민로84 104호,의정부시
의정부신곡점,경기 의정부시 추동로19번길 21 1층,의정부시
신한대점,경기 의정부시 호원동  119-31번지,의정부시
의정부민락점,경기 의정부시 민락동  700-3 한영빌딩 104호0,의정부시
지행역점,"경기 동두천시 지행동  721 효원월드타워제1층 106호,107호",동두천시
동두천중앙역점,경기도 동두천시 중앙로 278 (생연동  ) 1층,동두천시
보산역점,경기 동두천시 평화로2530번길 3 (보산동) 1층,동두천시
포천송우리중앙점,경기 포천시 소흘읍 송우로 74 (송우리) 4-5호,포천시
포천성동리DI점,경기 포천시 영중면 성동리 36,포천시
포천하송우삼거리점,경기 포천시 소흘읍 솔모루로 164 1층,포천시
포천산정호수점,경기 포천시 영북면 산정호수로411번길 112-19 주건축물제1동 1층,포천시
포천가산점,경기 포천시 가산면 탑동가산로 760 제1동 1층,포천시
포천초등학교점,경기 포천시 중앙로75번길 56 (신읍동),포천시
포천내촌점,경기 포천시 내촌면 금강로 2004 2동 1층,포천시
포천신북점,경기 포천시 신북면 호국로 2000 1동,포천시
포천이가팔리입구점,경기 포천시 소흘읍 죽엽산로 3 A동 1층,포천시
포천일동점,경기 포천시 일동면 화동로 1072,포천시
포천개성인삼농협점,경기 포천시 호국로 1423 (어룡동),포천시
포천신읍중앙점,경기 포천시 호국로 1499,포천시
포천소흘점,"경기 포천시 소흘읍 호국로 493-6 1,2층",포천시
포천운천점,경기 포천시 영북면 운천로 16 1층,포천시
광릉수목원점,경기도 포천시 광릉수목원로 698,포천시
대진대학교점,경기도 포천시 호국로 1000 (선단동) 1층,포천시
포천이동점,경기도 포천시 화동로 2058 (이동면),포천시
포천신읍점,경기도 포천시 중앙로 134,포천시
전곡역점,경기 연천군 전곡읍  전곡로 156,연천군
가평현리점,경기 가평군 조종면 조종희망로 14 1층 이디야커피,가평군
청평점,경기 가평군 청평면 청평중앙로 57,가평군
가평점,경기도 가평군 가화로 104 1층,가평군
가평대성점,경기 가평군 청평면 경춘로 530,가평군
가평설악점,경기 가평군 설악면 유명로 1600 1층 102호,가평군
가평설악중앙점,경기 가평군 설악면 신천중앙로 118 (신천리) 103호,가평군
가평역점,경기 가평군 가평읍 문화로 13-39 1층,가평군
김포장기동점,경기 김포시 장기동  1620,김포시
김포구래점,경기 김포시 구래동  6885-3,김포시
김포풍년마을점,"경기도 김포시 사우중로 89, 1동",김포시
김포라베니체점,경기도 김포시 김포한강2로23번길 10,김포시
풍무역점,경기 김포시 유현로238번길 31 웅신타워 104.105호,김포시
김포하성점,경기 김포시 하성면 애기봉로 868 (마곡리) 스카이빌딩 1층 102호,김포시
김포구래아크라시티점,"경기 김포시 김포한강10로133번길 84 (구래동) 스위트엠아크라시티2차 R동 1층 101,102,103,104호",김포시
김포통진점,경기 김포시 통진읍 조강로 82 1층,김포시
운양역골든타임점,경기 김포시 운양동 1307-3,김포시
김포대명항점,경기 김포시 대곶면 대명항1로92번길 39-24 1층,김포시
인천운서카페거리점,인천 중구 햇내로안길 6 (운서동) 1층 일부,중구
인천을왕리점,인천광역시 중구 을왕로 10,중구
인천답동점,인천 중구 제물량로 128 (답동),중구
동인천이마트점,인천 중구 신생동  38,중구
동인천역점,인천 중구 인현동  58-1,중구
인천차이나타운점,인천 중구 차이나타운로44번길 25 (북성동2가) 1층,중구
인천운남점,인천 중구 운남동  123-1,중구
공항신도시점,인천광역시 중구 운서동  2795-2 1층,중구
인천공항IBC점,인천광역시 중구 공항로424번길 66,중구
인천만수로데오점,인천 남동구 만수동  1039-1,동구
인천만수주공점,인천광역시 남동구 만수로50번길 25,동구
구월롯데캐슬점,인천 남동구 구월동  1273,동구
인천송현점,인천광역시 동구 수문통로 54  1층(송현동),동구
